match_id,radiant_win_lr_proba,radiant_win_gb_proba
24585,0.64,0.62
24586,0.11,0.17
24600,0.65,0.67
24605,0.41,0.49
24612,0.6,0.69
24614,0.58,0.46
24620,0.21,0.36
24639,0.47,0.44
24644,0.7,0.67
24645,0.87,0.8
24657,0.15,0.27
24660,0.52,0.73
24675,0.43,0.38
24678,0.44,0.41
24694,0.38,0.21
24695,0.77,0.6
24715,0.62,0.51
24724,0.51,0.51
24727,0.36,0.44
24738,0.21,0.36
24748,0.47,0.46
24751,0.23,0.21
24756,0.26,0.46
24761,0.33,0.51
24775,0.3,0.36
24779,0.91,0.77
24783,0.55,0.45
24810,0.39,0.36
24813,0.64,0.7
24816,0.48,0.62
24818,0.71,0.68
24826,0.53,0.65
24833,0.76,0.65
24837,0.64,0.64
24840,0.24,0.39
24841,0.29,0.29
24854,0.62,0.72
24857,0.61,0.67
24871,0.55,0.57
24884,0.41,0.66
24895,0.46,0.29
24905,0.51,0.27
24908,0.86,0.79
24921,0.25,0.22
24931,0.7,0.72
24937,0.24,0.38
24969,0.39,0.38
24978,0.35,0.3
24983,0.62,0.7
24984,0.34,0.34
24995,0.68,0.49
25017,0.46,0.65
25023,0.36,0.4
25036,0.1,0.17
25046,0.71,0.63
25048,0.08,0.2
25052,0.68,0.37
25053,0.62,0.67
25057,0.63,0.59
25065,0.81,0.77
25078,0.61,0.8
25084,0.32,0.18
25088,0.23,0.33
25092,0.08,0.14
25093,0.63,0.75
25098,0.91,0.78
25100,0.27,0.36
25120,0.87,0.77
25124,0.66,0.7
25125,0.39,0.43
25131,0.95,0.86
25132,0.55,0.58
25135,0.74,0.78
25140,0.69,0.68
25144,0.63,0.51
25147,0.52,0.46
25153,0.09,0.12
25156,0.22,0.23
25158,0.58,0.61
25160,0.47,0.43
25167,0.77,0.74
25170,0.37,0.3
25180,0.19,0.25
25192,0.68,0.7
25194,0.72,0.7
25208,0.49,0.77
25210,0.38,0.52
25213,0.31,0.36
25238,0.79,0.88
25254,0.81,0.79
25273,0.65,0.72
25294,0.31,0.38
25299,0.2,0.34
25308,0.4,0.32
25321,0.24,0.31
25324,0.9,0.81
25333,0.57,0.56
25358,0.17,0.32
25365,0.38,0.6
25366,0.74,0.84
25378,0.19,0.19
25382,0.61,0.66
25384,0.64,0.46
25393,0.57,0.65
25397,0.31,0.42
25408,0.38,0.44
25425,0.95,0.85
25427,0.62,0.56
25435,0.35,0.49
25439,0.76,0.58
25441,0.13,0.3
25442,0.77,0.6
25447,0.32,0.71
25451,0.43,0.46
25477,0.51,0.61
25490,0.8,0.74
25494,0.58,0.65
25498,0.6,0.43
25500,0.16,0.18
25505,0.31,0.29
25508,0.05,0.09
25519,0.57,0.56
25525,0.54,0.37
25529,0.62,0.54
25541,0.71,0.65
25550,0.81,0.74
25557,0.43,0.47
25566,0.68,0.58
25576,0.86,0.73
25582,0.68,0.67
25584,0.17,0.18
25589,0.28,0.32
25595,0.8,0.81
25613,0.09,0.26
25618,0.37,0.4
25627,0.52,0.42
25668,0.49,0.53
25670,0.79,0.83
25676,0.67,0.63
25677,0.31,0.26
25688,0.69,0.62
25694,0.84,0.68
25708,0.53,0.69
25713,0.47,0.7
25714,0.37,0.3
25725,0.39,0.38
25734,0.54,0.52
25744,0.18,0.24
25745,0.39,0.56
25772,0.4,0.64
25784,0.57,0.63
25787,0.32,0.23
25798,0.63,0.62
25799,0.64,0.61
25804,0.5,0.36
25806,0.45,0.62
25810,0.42,0.48
25811,0.37,0.35
25818,0.8,0.69
25823,0.68,0.82
25825,0.9,0.81
25829,0.38,0.53
25832,0.63,0.61
25838,0.89,0.87
25839,0.67,0.73
25847,0.36,0.5
25850,0.91,0.88
25852,0.79,0.81
25853,0.39,0.3
25860,0.18,0.14
25862,0.68,0.41
25870,0.8,0.63
25878,0.31,0.36
25882,0.59,0.57
25888,0.53,0.57
25891,0.11,0.22
25895,0.45,0.42
25899,0.47,0.44
25918,0.28,0.39
25939,0.76,0.66
25959,0.42,0.34
25989,0.68,0.82
25994,0.88,0.7
25995,0.79,0.7
25997,0.29,0.32
26013,0.6,0.42
26020,0.39,0.52
26023,0.39,0.39
26025,0.32,0.36
26058,0.83,0.87
26076,0.32,0.23
26077,0.57,0.76
26078,0.41,0.51
26091,0.52,0.64
26092,0.71,0.56
26097,0.71,0.8
26107,0.66,0.59
26108,0.5,0.58
26118,0.23,0.23
26121,0.45,0.33
26133,0.59,0.63
26139,0.3,0.34
26145,0.07,0.13
26147,0.83,0.73
26149,0.7,0.61
26153,0.41,0.59
26165,0.04,0.18
26174,0.51,0.53
26177,0.61,0.51
26179,0.44,0.45
26181,0.38,0.39
26183,0.77,0.53
26190,0.31,0.43
26200,0.63,0.46
26215,0.84,0.71
26232,0.55,0.6
26247,0.1,0.15
26253,0.71,0.77
26257,0.17,0.29
26258,0.72,0.58
26268,0.39,0.36
26279,0.16,0.18
26285,0.22,0.39
26289,0.19,0.38
26307,0.31,0.29
26318,0.54,0.59
26321,0.18,0.34
26329,0.69,0.7
26334,0.69,0.57
26338,0.42,0.5
26340,0.8,0.79
26341,0.68,0.7
26346,0.04,0.12
26348,0.39,0.42
26372,0.28,0.42
26394,0.15,0.26
26401,0.31,0.42
26403,0.72,0.74
26435,0.25,0.27
26440,0.18,0.33
26465,0.52,0.46
26471,0.41,0.37
26487,0.1,0.34
26497,0.71,0.54
26498,0.84,0.7
26504,0.53,0.38
26505,0.43,0.56
26506,0.01,0.04
26536,0.56,0.57
26548,0.11,0.18
26551,0.43,0.22
26552,0.65,0.44
26560,0.03,0.12
26563,0.26,0.4
26571,0.17,0.14
26578,0.15,0.42
26588,0.57,0.39
26591,0.38,0.32
26601,0.27,0.5
26616,0.71,0.67
26623,0.15,0.21
26654,0.47,0.55
26655,0.23,0.23
26680,0.51,0.54
26684,0.38,0.45
26687,0.35,0.41
26696,0.94,0.83
26704,0.83,0.78
26705,0.19,0.36
26709,0.59,0.67
26725,0.51,0.32
26726,0.74,0.71
26736,0.47,0.47
26743,0.63,0.64
26750,0.18,0.45
26751,0.29,0.38
26752,0.51,0.58
26753,0.78,0.86
26755,0.55,0.72
26771,0.33,0.42
26776,0.1,0.22
26782,0.62,0.68
26784,0.54,0.42
26789,0.09,0.28
26792,0.46,0.35
26814,0.68,0.65
26817,0.17,0.22
26818,0.81,0.73
26826,0.46,0.45
26855,0.21,0.33
26857,0.58,0.58
26861,0.49,0.52
26864,0.21,0.39
26872,0.88,0.85
26885,0.67,0.78
26886,0.66,0.67
26890,0.54,0.69
26899,0.4,0.52
26911,0.71,0.71
26912,0.13,0.23
26921,0.82,0.84
26924,0.45,0.5
26934,0.24,0.4
26940,0.82,0.85
26946,0.69,0.45
26950,0.49,0.49
26954,0.55,0.6
26968,0.42,0.32
26971,0.69,0.53
26974,0.6,0.5
26992,0.89,0.76
27004,0.62,0.53
27005,0.78,0.58
27031,0.52,0.45
27032,0.77,0.67
27037,0.9,0.77
27041,0.53,0.64
27045,0.21,0.26
27062,0.64,0.56
27075,0.46,0.49
27080,0.81,0.68
27101,0.29,0.6
27106,0.6,0.65
27109,0.59,0.74
27130,0.5,0.74
27132,0.33,0.37
27133,0.54,0.41
27160,0.52,0.76
27187,0.84,0.85
27191,0.49,0.4
27223,0.52,0.46
27225,0.47,0.5
27230,0.4,0.46
27237,0.26,0.45
27238,0.63,0.43
27242,0.21,0.28
27250,0.08,0.17
27259,0.77,0.83
27262,0.61,0.68
27300,0.09,0.21
27326,0.41,0.34
27327,0.23,0.4
27353,0.76,0.71
27384,0.6,0.47
27385,0.79,0.6
27394,0.11,0.2
27398,0.34,0.37
27417,0.71,0.64
27421,0.96,0.91
27438,0.39,0.4
27443,0.48,0.51
27445,0.9,0.63
27450,0.67,0.62
27458,0.38,0.44
27461,0.79,0.78
27462,0.63,0.51
27469,0.45,0.39
27483,0.56,0.62
27486,0.17,0.27
27491,0.73,0.75
27495,0.9,0.73
27497,0.92,0.85
27516,0.55,0.42
27528,0.1,0.23
27534,0.53,0.48
27539,0.54,0.66
27550,0.03,0.06
27556,0.2,0.29
27562,0.29,0.38
27566,0.79,0.62
27569,0.27,0.3
27577,0.36,0.56
27589,0.29,0.34
27594,0.82,0.87
27596,0.49,0.47
27601,0.19,0.38
27615,0.4,0.26
27618,0.63,0.63
27628,0.19,0.36
27655,0.74,0.64
27656,0.08,0.33
27660,0.38,0.39
27664,0.75,0.82
27665,0.57,0.52
27669,0.78,0.79
27680,0.85,0.86
27683,0.51,0.54
27684,0.19,0.3
27690,0.87,0.85
27698,0.67,0.4
27699,0.61,0.58
27711,0.51,0.52
27713,0.42,0.46
27723,0.38,0.22
27726,0.9,0.85
27734,0.14,0.36
27749,0.4,0.46
27753,0.65,0.56
27762,0.79,0.82
27783,0.9,0.76
27785,0.54,0.49
27786,0.25,0.32
27790,0.54,0.57
27805,0.37,0.26
27811,0.59,0.71
27817,0.71,0.61
27829,0.6,0.46
27834,0.34,0.13
27842,0.83,0.8
27851,0.62,0.45
27856,0.37,0.54
27863,0.55,0.64
27868,0.77,0.66
27870,0.26,0.21
27874,0.41,0.48
27884,0.33,0.36
27890,0.47,0.44
27896,0.48,0.59
27899,0.77,0.61
27915,0.66,0.67
27918,0.81,0.62
27919,0.34,0.39
27920,0.3,0.34
27921,0.3,0.24
27925,0.61,0.59
27926,0.81,0.63
27963,0.06,0.11
27964,0.77,0.76
27973,0.53,0.41
27977,0.63,0.61
27979,0.11,0.22
27985,0.61,0.55
27998,0.53,0.67
28004,0.27,0.44
28011,0.39,0.55
28018,0.69,0.54
28024,0.97,0.86
28031,0.27,0.31
28039,0.07,0.2
28042,0.59,0.41
28051,0.24,0.26
28058,0.31,0.37
28060,0.76,0.72
28067,0.84,0.54
28074,0.21,0.3
28085,0.48,0.67
28111,0.61,0.69
28118,0.67,0.8
28132,0.88,0.9
28136,0.13,0.13
28145,0.31,0.18
28151,0.19,0.13
28159,0.9,0.8
28185,0.16,0.17
28191,0.37,0.59
28197,0.64,0.73
28226,0.39,0.5
28228,0.89,0.77
28229,0.07,0.33
28232,0.88,0.77
28250,0.71,0.63
28260,0.67,0.65
28266,0.53,0.44
28288,0.46,0.58
28296,0.55,0.64
28344,0.6,0.59
28352,0.14,0.24
28364,0.81,0.8
28379,0.55,0.49
28381,0.73,0.7
28382,0.25,0.2
28386,0.61,0.77
28390,0.28,0.26
28394,0.86,0.78
28395,0.2,0.19
28397,0.48,0.51
28419,0.31,0.53
28424,0.76,0.69
28432,0.68,0.54
28437,0.41,0.32
28439,0.3,0.4
28440,0.03,0.11
28457,0.48,0.47
28458,0.24,0.35
28465,0.61,0.68
28479,0.14,0.2
28491,0.2,0.28
28507,0.51,0.58
28516,0.45,0.36
28548,0.42,0.6
28550,0.3,0.46
28551,0.18,0.26
28552,0.12,0.18
28556,0.66,0.67
28563,0.19,0.25
28572,0.3,0.45
28578,0.4,0.51
28586,0.53,0.64
28589,0.24,0.27
28592,0.92,0.82
28613,0.16,0.22
28621,0.47,0.54
28629,0.78,0.85
28632,0.28,0.37
28640,0.37,0.51
28645,0.42,0.56
28657,0.52,0.63
28659,0.89,0.82
28668,0.92,0.88
28674,0.37,0.4
28675,0.43,0.46
28679,0.88,0.86
28683,0.17,0.2
28685,0.54,0.43
28703,0.26,0.17
28706,0.17,0.19
28707,0.66,0.56
28708,0.54,0.37
28710,0.26,0.24
28725,0.74,0.57
28730,0.08,0.19
28755,0.84,0.84
28760,0.73,0.74
28770,0.94,0.87
28772,0.4,0.42
28773,0.03,0.09
28781,0.66,0.7
28787,0.64,0.52
28806,0.55,0.63
28809,0.45,0.55
28826,0.5,0.29
28842,0.71,0.65
28859,0.63,0.44
28871,0.64,0.58
28888,0.96,0.83
28889,0.61,0.53
28899,0.64,0.42
28914,0.82,0.58
28916,0.2,0.35
28920,0.63,0.76
28922,0.79,0.75
28936,0.42,0.47
28943,0.4,0.38
28944,0.52,0.43
28948,0.64,0.57
28975,0.35,0.37
28978,0.33,0.44
28986,0.51,0.6
28998,0.25,0.29
29008,0.59,0.39
29013,0.24,0.42
29017,0.74,0.71
29019,0.33,0.46
29021,0.4,0.44
29023,0.66,0.64
29027,0.96,0.91
29029,0.78,0.71
29055,0.38,0.48
29056,0.39,0.39
29059,0.44,0.35
29071,0.65,0.71
29072,0.62,0.71
29081,0.64,0.48
29135,0.02,0.13
29142,0.86,0.82
29143,0.66,0.8
29148,0.39,0.22
29150,0.89,0.79
29151,0.45,0.43
29153,0.83,0.74
29157,0.64,0.57
29168,0.59,0.62
29191,0.37,0.34
29195,0.49,0.51
29204,0.34,0.36
29218,0.81,0.75
29227,0.52,0.51
29229,0.11,0.23
29234,0.38,0.49
29237,0.58,0.5
29245,0.86,0.8
29255,0.43,0.68
29259,0.62,0.51
29260,0.14,0.28
29272,0.64,0.45
29273,0.63,0.64
29284,0.76,0.67
29293,0.26,0.25
29301,0.41,0.43
29305,0.35,0.41
29309,0.07,0.22
29312,0.46,0.46
29316,0.13,0.26
29326,0.36,0.26
29335,0.73,0.75
29343,0.53,0.54
29345,0.8,0.73
29347,0.7,0.66
29353,0.72,0.81
29356,0.68,0.58
29383,0.33,0.49
29395,0.37,0.47
29409,0.45,0.32
29413,0.8,0.81
29415,0.47,0.48
29420,0.26,0.28
29425,0.58,0.37
29427,0.7,0.71
29428,0.22,0.19
29430,0.38,0.3
29435,0.82,0.75
29449,0.57,0.46
29455,0.31,0.38
29456,0.42,0.33
29459,0.32,0.4
29461,0.52,0.57
29470,0.63,0.62
29481,0.63,0.59
29491,0.57,0.48
29494,0.44,0.45
29501,0.7,0.77
29502,0.86,0.84
29508,0.38,0.48
29510,0.56,0.59
29519,0.45,0.39
29521,0.21,0.19
29525,0.42,0.4
29533,0.47,0.32
29540,0.63,0.75
29552,0.34,0.34
29557,0.55,0.56
29564,0.13,0.34
29572,0.39,0.42
29578,0.7,0.66
29584,0.87,0.66
29595,0.77,0.53
29606,0.27,0.21
29614,0.48,0.38
29618,0.38,0.64
29626,0.36,0.49
29627,0.63,0.56
29647,0.25,0.3
29678,0.4,0.54
29681,0.83,0.9
29686,0.43,0.53
29708,0.37,0.62
29719,0.66,0.68
29721,0.37,0.4
29731,0.49,0.25
29734,0.24,0.31
29756,0.88,0.7
29762,0.87,0.66
29775,0.27,0.27
29781,0.41,0.38
29792,0.66,0.53
29799,0.81,0.81
29800,0.84,0.83
29805,0.76,0.6
29819,0.1,0.11
29825,0.36,0.39
29832,0.65,0.47
29834,0.5,0.6
29851,0.62,0.69
29856,0.97,0.9
29857,0.73,0.63
29861,0.95,0.7
29896,0.67,0.59
29910,0.75,0.82
29915,0.37,0.47
29920,0.67,0.74
29923,0.64,0.39
29930,0.4,0.56
29934,0.49,0.56
29942,0.59,0.48
29952,0.46,0.36
29962,0.83,0.68
29964,0.14,0.42
29972,0.71,0.67
29973,0.19,0.27
29979,0.19,0.24
29982,0.52,0.54
29985,0.58,0.59
29994,0.59,0.71
30008,0.31,0.4
30060,0.3,0.49
30064,0.38,0.61
30066,0.68,0.63
30077,0.99,0.94
30086,0.13,0.2
30094,0.17,0.31
30100,0.69,0.74
30104,0.7,0.51
30112,0.88,0.79
30115,0.29,0.41
30126,0.3,0.5
30144,0.36,0.55
30152,0.58,0.68
30160,0.1,0.4
30163,0.59,0.66
30183,0.9,0.81
30189,0.67,0.58
30190,0.68,0.77
30192,0.59,0.68
30193,0.79,0.74
30194,0.29,0.27
30198,0.86,0.74
30205,0.58,0.48
30214,0.59,0.57
30222,0.83,0.6
30228,0.61,0.47
30235,0.85,0.7
30237,0.13,0.19
30242,0.68,0.51
30247,0.69,0.77
30254,0.9,0.84
30255,0.43,0.33
30259,0.19,0.25
30275,0.72,0.67
30277,0.82,0.77
30283,0.84,0.72
30284,0.54,0.47
30287,0.46,0.44
30288,0.66,0.63
30289,0.29,0.28
30301,0.27,0.23
30304,0.83,0.75
30317,0.43,0.3
30320,0.49,0.52
30328,0.18,0.15
30333,0.89,0.82
30339,0.38,0.44
30341,0.19,0.33
30350,0.57,0.56
30353,0.59,0.65
30354,0.68,0.59
30357,0.21,0.33
30360,0.85,0.71
30361,0.61,0.71
30368,0.66,0.65
30378,0.72,0.76
30384,0.59,0.54
30387,0.51,0.62
30388,0.55,0.34
30396,0.55,0.43
30404,0.25,0.25
30413,0.35,0.24
30417,0.4,0.53
30426,0.11,0.33
30436,0.56,0.51
30445,0.16,0.16
30457,0.28,0.32
30458,0.77,0.61
30462,0.91,0.77
30464,0.24,0.28
30472,0.15,0.22
30475,0.67,0.65
30483,0.79,0.65
30485,0.07,0.13
30496,0.56,0.67
30510,0.65,0.34
30513,0.35,0.37
30534,0.43,0.5
30537,0.62,0.38
30539,0.61,0.68
30545,0.74,0.6
30567,0.19,0.16
30568,0.75,0.65
30572,0.78,0.73
30573,0.75,0.67
30575,0.21,0.23
30592,0.68,0.57
30594,0.6,0.46
30612,0.47,0.39
30614,0.76,0.71
30627,0.51,0.53
30628,0.85,0.57
30632,0.4,0.43
30633,0.28,0.38
30638,0.63,0.34
30639,0.34,0.35
30641,0.46,0.56
30651,0.33,0.55
30692,0.47,0.53
30694,0.49,0.35
30698,0.6,0.57
30700,0.6,0.4
30712,0.59,0.57
30714,0.57,0.53
30719,0.81,0.64
30723,0.74,0.77
30724,0.37,0.56
30726,0.23,0.31
30735,0.23,0.25
30743,0.78,0.63
30754,0.8,0.78
30755,0.23,0.27
30762,0.4,0.5
30772,0.52,0.5
30775,0.47,0.48
30790,0.44,0.41
30791,0.5,0.52
30804,0.62,0.72
30806,0.69,0.69
30826,0.34,0.25
30832,0.73,0.69
30834,0.71,0.66
30839,0.22,0.35
30852,0.32,0.27
30857,0.18,0.25
30858,0.46,0.44
30869,0.79,0.72
30871,0.46,0.48
30886,0.66,0.68
30889,0.46,0.3
30921,0.84,0.79
30925,0.32,0.44
30932,0.43,0.16
30935,0.52,0.63
30941,0.44,0.37
30942,0.43,0.34
30943,0.84,0.76
30956,0.38,0.44
30968,0.28,0.37
30973,0.21,0.35
30988,0.81,0.57
30993,0.82,0.79
30994,0.71,0.58
30995,0.58,0.5
30998,0.86,0.85
31001,0.79,0.63
31010,0.33,0.31
31026,0.1,0.24
31028,0.86,0.82
31037,0.72,0.7
31052,0.75,0.8
31067,0.72,0.69
31077,0.4,0.61
31085,0.66,0.72
31095,0.85,0.72
31101,0.81,0.63
31109,0.56,0.47
31115,0.69,0.51
31124,0.75,0.55
31136,0.5,0.52
31145,0.08,0.05
31156,0.68,0.66
31165,0.85,0.67
31177,0.68,0.64
31179,0.45,0.34
31188,0.43,0.53
31190,0.52,0.68
31191,0.55,0.54
31212,0.33,0.25
31219,0.29,0.3
31222,0.23,0.26
31223,0.24,0.22
31226,0.81,0.79
31230,0.6,0.4
31233,0.04,0.12
31234,0.39,0.23
31238,0.5,0.59
31244,0.87,0.87
31250,0.59,0.63
31263,0.73,0.38
31286,0.55,0.52
31292,0.64,0.62
31307,0.57,0.59
31312,0.67,0.72
31321,0.89,0.8
31325,0.42,0.43
31336,0.47,0.56
31337,0.28,0.35
31342,0.55,0.58
31352,0.89,0.77
31353,0.14,0.14
31366,0.51,0.65
31367,0.38,0.36
31377,0.75,0.54
31381,0.58,0.71
31398,0.14,0.41
31399,0.29,0.39
31402,0.43,0.53
31406,0.64,0.75
31415,0.56,0.41
31422,0.74,0.56
31426,0.9,0.82
31436,0.17,0.4
31438,0.87,0.84
31441,0.09,0.11
31443,0.42,0.29
31447,0.84,0.75
31452,0.75,0.81
31454,0.38,0.34
31463,0.38,0.28
31466,0.85,0.78
31472,0.96,0.83
31473,0.28,0.15
31480,0.49,0.59
31482,0.38,0.38
31498,0.4,0.51
31499,0.52,0.5
31508,0.92,0.71
31512,0.03,0.11
31518,0.53,0.56
31533,0.37,0.61
31537,0.59,0.71
31542,0.61,0.6
31559,0.74,0.79
31560,0.74,0.84
31561,0.07,0.1
31576,0.85,0.76
31578,0.48,0.48
31589,0.48,0.38
31596,0.19,0.41
31618,0.06,0.19
31619,0.18,0.22
31620,0.59,0.63
31624,0.47,0.55
31627,0.29,0.24
31628,0.41,0.34
31634,0.46,0.58
31641,0.04,0.1
31642,0.52,0.45
31645,0.73,0.72
31648,0.27,0.29
31650,0.56,0.65
31660,0.42,0.22
31661,0.63,0.53
31664,0.39,0.53
31667,0.65,0.71
31673,0.72,0.64
31679,0.96,0.9
31697,0.73,0.77
31701,0.45,0.66
31723,0.51,0.6
31726,0.49,0.48
31727,0.79,0.65
31736,0.18,0.22
31758,0.76,0.75
31763,0.85,0.7
31767,0.46,0.57
31769,0.35,0.37
31772,0.3,0.5
31786,0.17,0.18
31792,0.68,0.51
31795,0.82,0.78
31802,0.46,0.53
31818,0.72,0.84
31825,0.32,0.59
31841,0.81,0.56
31847,0.63,0.68
31853,0.87,0.85
31858,0.92,0.83
31894,0.57,0.53
31909,0.96,0.93
31918,0.93,0.82
31934,0.58,0.59
31935,0.11,0.31
31948,0.59,0.53
31951,0.62,0.56
31957,0.55,0.68
31962,0.89,0.84
31975,0.6,0.51
31978,0.18,0.31
31982,0.83,0.81
31995,0.91,0.75
31996,0.19,0.32
32003,0.69,0.74
32007,0.4,0.44
32018,0.76,0.61
32045,0.76,0.75
32059,0.73,0.8
32071,0.76,0.75
32072,0.29,0.4
32073,0.36,0.52
32080,0.26,0.44
32087,0.5,0.46
32088,0.53,0.68
32091,0.84,0.74
32094,0.94,0.79
32104,0.53,0.54
32124,0.69,0.59
32126,0.6,0.59
32132,0.46,0.37
32133,0.55,0.6
32150,0.21,0.27
32167,0.77,0.46
32171,0.13,0.34
32180,0.9,0.78
32183,0.86,0.86
32185,0.73,0.66
32188,0.24,0.21
32190,0.2,0.33
32196,0.41,0.52
32203,0.36,0.48
32217,0.47,0.63
32237,0.14,0.25
32255,0.17,0.4
32257,0.35,0.35
32265,0.81,0.69
32273,0.72,0.66
32330,0.73,0.76
32353,0.39,0.27
32357,0.39,0.38
32372,0.32,0.43
32374,0.32,0.7
32387,0.77,0.7
32392,0.22,0.37
32396,0.4,0.36
32397,0.09,0.19
32401,0.48,0.4
32418,0.88,0.73
32429,0.16,0.28
32436,0.36,0.27
32446,0.61,0.42
32448,0.58,0.5
32451,0.35,0.35
32455,0.95,0.86
32461,0.44,0.49
32469,0.69,0.4
32490,0.16,0.26
32497,0.56,0.63
32500,0.65,0.64
32502,0.75,0.67
32506,0.3,0.48
32507,0.61,0.7
32532,0.74,0.79
32533,0.71,0.64
32539,0.71,0.69
32547,0.59,0.35
32553,0.71,0.69
32554,0.54,0.55
32556,0.64,0.47
32559,0.41,0.53
32574,0.65,0.42
32583,0.43,0.49
32584,0.4,0.49
32586,0.27,0.47
32587,0.1,0.09
32590,0.92,0.81
32601,0.48,0.63
32602,0.46,0.52
32607,0.62,0.47
32628,0.42,0.52
32631,0.7,0.63
32653,0.77,0.51
32659,0.25,0.36
32670,0.59,0.37
32686,0.83,0.79
32692,0.7,0.82
32723,0.26,0.38
32725,0.26,0.49
32726,0.4,0.45
32735,0.77,0.62
32736,0.4,0.32
32737,0.08,0.15
32742,0.45,0.57
32752,0.88,0.84
32754,0.7,0.6
32756,0.52,0.53
32759,0.95,0.85
32765,0.75,0.79
32769,0.76,0.74
32791,0.26,0.36
32794,0.5,0.6
32800,0.53,0.44
32804,0.56,0.46
32810,0.27,0.45
32814,0.26,0.45
32819,0.26,0.26
32821,0.36,0.26
32825,0.43,0.26
32841,0.65,0.73
32843,0.73,0.76
32844,0.29,0.44
32867,0.4,0.45
32869,0.11,0.24
32877,0.25,0.38
32881,0.54,0.58
32885,0.84,0.78
32914,0.76,0.72
32934,0.45,0.42
32937,0.13,0.23
32943,0.39,0.26
32946,0.77,0.67
32948,0.32,0.33
32952,0.26,0.39
32953,0.29,0.41
32957,0.59,0.55
32967,0.71,0.68
32969,0.33,0.36
32970,0.62,0.79
33012,0.08,0.21
33016,0.63,0.52
33020,0.75,0.6
33027,0.51,0.51
33038,0.48,0.59
33051,0.43,0.37
33058,0.62,0.65
33076,0.19,0.25
33080,0.72,0.77
33113,0.15,0.2
33115,0.42,0.49
33122,0.26,0.47
33123,0.38,0.44
33124,0.84,0.84
33145,0.29,0.28
33167,0.88,0.73
33173,0.91,0.84
33174,0.47,0.58
33199,0.82,0.73
33208,0.27,0.34
33212,0.59,0.5
33217,0.23,0.39
33225,0.6,0.49
33235,0.35,0.34
33243,0.89,0.84
33253,0.47,0.41
33255,0.22,0.55
33262,0.81,0.69
33265,0.69,0.8
33268,0.39,0.44
33272,0.33,0.26
33274,0.33,0.62
33275,0.89,0.83
33289,0.62,0.77
33304,0.67,0.69
33335,0.33,0.24
33337,0.72,0.57
33338,0.84,0.81
33339,0.8,0.57
33345,0.43,0.43
33354,0.71,0.61
33355,0.43,0.47
33375,0.61,0.68
33393,0.85,0.78
33404,0.44,0.26
33405,0.51,0.63
33406,0.56,0.65
33429,0.67,0.56
33449,0.37,0.28
33471,0.43,0.53
33473,0.16,0.17
33488,0.29,0.47
33495,0.56,0.45
33501,0.68,0.75
33513,0.34,0.23
33515,0.5,0.59
33516,0.86,0.87
33529,0.18,0.26
33550,0.36,0.41
33571,0.62,0.64
33578,0.29,0.22
33585,0.73,0.67
33586,0.51,0.62
33587,0.17,0.2
33588,0.97,0.87
33598,0.31,0.43
33600,0.46,0.55
33601,0.09,0.06
33604,0.44,0.64
33620,0.2,0.35
33632,0.44,0.42
33636,0.44,0.46
33638,0.45,0.36
33646,0.56,0.47
33649,0.48,0.64
33661,0.26,0.41
33673,0.82,0.81
33674,0.28,0.3
33691,0.84,0.71
33705,0.24,0.26
33726,0.92,0.7
33727,0.73,0.56
33732,0.59,0.55
33733,0.5,0.42
33737,0.49,0.41
33745,0.54,0.44
33757,0.3,0.29
33767,0.62,0.69
33776,0.28,0.42
33782,0.62,0.6
33785,0.76,0.61
33794,0.25,0.33
33814,0.35,0.35
33824,0.49,0.31
33833,0.68,0.55
33852,0.42,0.54
33857,0.45,0.39
33860,0.65,0.63
33861,0.3,0.42
33864,0.55,0.59
33885,0.4,0.53
33887,0.66,0.66
33900,0.58,0.56
33904,0.32,0.55
33918,0.79,0.75
33920,0.35,0.31
33938,0.68,0.56
33944,0.11,0.18
33968,0.49,0.58
33980,0.51,0.57
33982,0.2,0.39
33984,0.89,0.84
33990,0.32,0.36
34001,0.37,0.68
34019,0.21,0.36
34034,0.57,0.35
34038,0.71,0.55
34053,0.32,0.55
34074,0.43,0.42
34084,0.4,0.51
34089,0.34,0.27
34100,0.17,0.19
34102,0.41,0.47
34103,0.78,0.65
34112,0.8,0.73
34120,0.67,0.67
34123,0.32,0.36
34130,0.66,0.69
34146,0.73,0.49
34155,0.74,0.79
34165,0.69,0.64
34170,0.56,0.37
34174,0.32,0.48
34177,0.89,0.78
34191,0.75,0.67
34220,0.68,0.69
34222,0.27,0.65
34237,0.66,0.65
34241,0.8,0.66
34243,0.88,0.83
34245,0.35,0.44
34261,0.76,0.66
34270,0.61,0.44
34272,0.69,0.78
34273,0.33,0.47
34278,0.8,0.64
34281,0.82,0.66
34289,0.48,0.65
34292,0.71,0.52
34299,0.84,0.55
34302,0.06,0.09
34308,0.61,0.44
34309,0.45,0.41
34311,0.68,0.37
34314,0.89,0.88
34317,0.27,0.44
34323,0.59,0.61
34329,0.35,0.44
34339,0.35,0.38
34357,0.7,0.59
34376,0.03,0.09
34378,0.86,0.66
34379,0.07,0.21
34383,0.84,0.71
34389,0.73,0.64
34394,0.79,0.76
34406,0.58,0.54
34430,0.86,0.87
34432,0.4,0.59
34439,0.58,0.43
34441,0.3,0.5
34445,0.73,0.66
34447,0.55,0.53
34450,0.33,0.58
34455,0.19,0.22
34474,0.54,0.63
34478,0.7,0.79
34479,0.84,0.8
